Age,Age_Group,Gender,BMI_Category,Possible_Diseases,Health_Advice,Risk_Level,Diet_Plan,Detailed_Diet_Plan,Exercise_Yoga_Plan,Yoga_Exercise_Links
59,55-60,Male,Obesity,"Heart failure, Stroke, Chronic diabetes, Sleep apnea, Depression, Kidney/liver dysfunction","Strictly avoid junk food, focus on low-calorie diet, consult doctor for weight management.",High,"Low-carb, low-fat diet. Avoid fried foods, sugary drinks, and eat small portions frequently.",Breakfast: Warm lemon water + 1 boiled egg / fruit bowl. Lunch: Mixed veg salad + 1 chapati + dal (no rice). Evening Snack: Herbal tea + roasted gram / cucumber. Dinner: Clear soup + boiled vegetables / tofu / boiled egg (small).,"15-25 min low-impact yoga/exercise: Slow Surya Namaskar (4-6 rounds), Vajrasana, Pawanmuktasana, Chair exercises or walking, Pranayama (avoid strain).",https://youtu.be/EUxK4luFViI | https://youtu.be/v7AYKMP6rOE
33,25-34,Male,Normal,"Healthy, maintain lifestyle, Possible mild stress or anxiety, Work-life imbalance","You are fit, no problem. But always take proper diet and do yoga/exercise to remain fit.",Low,"Balanced diet with fruits, vegetables, whole grains, and yoga/exercise 30 min daily.",Breakfast: Vegetable upma / poha + milk / green tea. Lunch: 2 chapatis + dal + sabzi + salad + small bowl rice. Evening Snack: Fruit or roasted chana / green tea. Dinner: Vegetable soup + chapati + paneer / tofu / fish (small portion).,"20-30 min yoga/exercise: Surya Namaskar (8-12 rounds), Tadasana, Trikonasana, Brisk walking or skipping, Anulom Vilom & meditation.",https://www.youtube.com/watch?v=8BcPHWGQO44 | https://www.youtube.com/watch?v=v7AYKMP6rOE
58,55-60,Female,Overweight,"BP, Diabetes, Joint pain, Liver problems, Mild anxiety, Heart strain","Control portion size, reduce sugar and oil; prefer high-fiber meals and daily walks.",Medium,"Low sugar, low oil, high-fiber meals. Include salads, fruits, and avoid junk food.",Breakfast: Oats porridge / vegetable smoothie + green tea. Lunch: 2 chapatis + dal + sabzi + salad (no rice). Evening Snack: Roasted makhana / green tea / sprouts. Dinner: Light khichdi / vegetable soup + 1 chapati + tofu / grilled fish.,"25-30 min yoga/exercise: Surya Namaskar (8-10 rounds), Kapalbhati, Pawanmuktasana, Brisk walking, spot jogging, Deep breathing for stress control.",https://youtu.be/NkNuUBARm-o | https://youtu.be/EUxK4luFViI
54,45-54,Female,Obesity,"Hypertension, Type 2 Diabetes, Heart issues, Arthritis, Depression, Fatty liver","Strictly avoid junk food, focus on low-calorie diet, consult doctor for weight management.",High,"Low-carb, low-fat diet. Avoid fried foods, sugary drinks, and eat small portions frequently.",Breakfast: Warm lemon water + 1 boiled egg / fruit bowl. Lunch: Mixed veg salad + 1 chapati + dal (no rice). Evening Snack: Herbal tea + roasted gram / cucumber. Dinner: Clear soup + boiled vegetables / tofu / boiled egg (small).,"15-25 min low-impact yoga/exercise: Slow Surya Namaskar (4-6 rounds), Vajrasana, Pawanmuktasana, Chair exercises or walking, Pranayama (avoid strain).",https://youtu.be/EUxK4luFViI | https://youtu.be/v7AYKMP6rOE
60,55-60,Male,Overweight,"High BP, Diabetes, Cardiac strain, Joint stiffness, Liver issues, Stress","Control portion size, reduce sugar and oil; prefer high-fiber meals and daily walks.",Medium,"Low sugar, low oil, high-fiber meals. Include salads, fruits, and avoid junk food.",Breakfast: Oats porridge / vegetable smoothie + green tea. Lunch: 2 chapatis + dal + sabzi + salad (no rice). Evening Snack: Roasted makhana / green tea / sprouts. Dinner: Light khichdi / vegetable soup + 1 chapati + tofu / grilled fish.,"25-30 min yoga/exercise: Surya Namaskar (8-10 rounds), Kapalbhati, Pawanmuktasana, Brisk walking, spot jogging, Deep breathing for stress control.",https://youtu.be/NkNuUBARm-o | https://youtu.be/EUxK4luFViI
55,55-60,Male,Underweight,"Frailty, Low bone density, Weak immunity, Fatigue, Anxiety or cognitive decline",Increase calorie intake with protein & dairy; eat small meals often and do strength exercises.,Medium,"High-calorie, high-protein diet (milk, eggs, nuts, paneer, whole grains). Eat every 3-4 hours.",Breakfast: Milk with oats or banana shake + 2 boiled eggs / paneer toast (veg). Lunch: 2 parathas + dal + rice + paneer curry / chicken curry + salad. Evening Snack: Dry fruits + fruit smoothie. Dinner: Chapati + sabzi + curd + boiled egg / paneer + ghee on chapati.,"15-20 min yoga/exercise: Surya Namaskar (slow, 4-6 rounds), Bhujangasana, Vajrasana, Light strength exercises (squats, wall push-ups), Deep breathing (Pranayama).",https://www.youtube.com/watch?v=v7AYKMP6rOE | https://www.youtube.com/watch?v=8BcPHWGQO44
37,35-44,Male,Obesity,"Diabetes, Sleep apnea, Cardiac disease, Liver and kidney strain, Depression","Strictly avoid junk food, focus on low-calorie diet, consult doctor for weight management.",High,"Low-carb, low-fat diet. Avoid fried foods, sugary drinks, and eat small portions frequently.",Breakfast: Warm lemon water + 1 boiled egg / fruit bowl. Lunch: Mixed veg salad + 1 chapati + dal (no rice). Evening Snack: Herbal tea + roasted gram / cucumber. Dinner: Clear soup + boiled vegetables / tofu / boiled egg (small).,"15-25 min low-impact yoga/exercise: Slow Surya Namaskar (4-6 rounds), Vajrasana, Pawanmuktasana, Chair exercises or walking, Pranayama (avoid strain).",https://youtu.be/EUxK4luFViI | https://youtu.be/v7AYKMP6rOE
23,18-24,Female,Underweight,"Iron deficiency, Hormonal imbalance, Irregular periods, Low stamina, Anxiety, Eating disorder risk",Increase calorie intake with protein & dairy; eat small meals often and do strength exercises.,Medium,"High-calorie, high-protein diet (milk, eggs, nuts, paneer, whole grains). Eat every 3-4 hours.",Breakfast: Milk with oats or banana shake + 2 boiled eggs / paneer toast (veg). Lunch: 2 parathas + dal + rice + paneer curry / chicken curry + salad. Evening Snack: Dry fruits + fruit smoothie. Dinner: Chapati + sabzi + curd + boiled egg / paneer + ghee on chapati.,"15-20 min yoga/exercise: Surya Namaskar (slow, 4-6 rounds), Bhujangasana, Vajrasana, Light strength exercises (squats, wall push-ups), Deep breathing (Pranayama).",https://www.youtube.com/watch?v=v7AYKMP6rOE | https://www.youtube.com/watch?v=8BcPHWGQO44
59,55-60,Male,Obesity,"Heart failure, Stroke, Chronic diabetes, Sleep apnea, Depression, Kidney/liver dysfunction","Strictly avoid junk food, focus on low-calorie diet, consult doctor for weight management.",High,"Low-carb, low-fat diet. Avoid fried foods, sugary drinks, and eat small portions frequently.",Breakfast: Warm lemon water + 1 boiled egg / fruit bowl. Lunch: Mixed veg salad + 1 chapati + dal (no rice). Evening Snack: Herbal tea + roasted gram / cucumber. Dinner: Clear soup + boiled vegetables / tofu / boiled egg (small).,"15-25 min low-impact yoga/exercise: Slow Surya Namaskar (4-6 rounds), Vajrasana, Pawanmuktasana, Chair exercises or walking, Pranayama (avoid strain).",https://youtu.be/EUxK4luFViI | https://youtu.be/v7AYKMP6rOE
60,55-60,Female,Obesity,"Heart disease, Arthritis, Stroke risk, Depression, Diabetes, Liver dysfunction","Strictly avoid junk food, focus on low-calorie diet, consult doctor for weight management.",High,"Low-carb, low-fat diet. Avoid fried foods, sugary drinks, and eat small portions frequently.",Breakfast: Warm lemon water + 1 boiled egg / fruit bowl. Lunch: Mixed veg salad + 1 chapati + dal (no rice). Evening Snack: Herbal tea + roasted gram / cucumber. Dinner: Clear soup + boiled vegetables / tofu / boiled egg (small).,"15-25 min low-impact yoga/exercise: Slow Surya Namaskar (4-6 rounds), Vajrasana, Pawanmuktasana, Chair exercises or walking, Pranayama (avoid strain).",https://youtu.be/EUxK4luFViI | https://youtu.be/v7AYKMP6rOE
32,25-34,Male,Obesity,"Type 2 Diabetes, Heart disease, Sleep apnea, Liver problems, Mental fatigue, Depression risk","Strictly avoid junk food, focus on low-calorie diet, consult doctor for weight management.",High,"Low-carb, low-fat diet. Avoid fried foods, sugary drinks, and eat small portions frequently.",Breakfast: Warm lemon water + 1 boiled egg / fruit bowl. Lunch: Mixed veg salad + 1 chapati + dal (no rice). Evening Snack: Herbal tea + roasted gram / cucumber. Dinner: Clear soup + boiled vegetables / tofu / boiled egg (small).,"15-25 min low-impact yoga/exercise: Slow Surya Namaskar (4-6 rounds), Vajrasana, Pawanmuktasana, Chair exercises or walking, Pranayama (avoid strain).",https://youtu.be/EUxK4luFViI | https://youtu.be/v7AYKMP6rOE
41,35-44,Male,Obesity,"Diabetes, Sleep apnea, Cardiac disease, Liver and kidney strain, Depression","Strictly avoid junk food, focus on low-calorie diet, consult doctor for weight management.",High,"Low-carb, low-fat diet. Avoid fried foods, sugary drinks, and eat small portions frequently.",Breakfast: Warm lemon water + 1 boiled egg / fruit bowl. Lunch: Mixed veg salad + 1 chapati + dal (no rice). Evening Snack: Herbal tea + roasted gram / cucumber. Dinner: Clear soup + boiled vegetables / tofu / boiled egg (small).,"15-25 min low-impact yoga/exercise: Slow Surya Namaskar (4-6 rounds), Vajrasana, Pawanmuktasana, Chair exercises or walking, Pranayama (avoid strain).",https://youtu.be/EUxK4luFViI | https://youtu.be/v7AYKMP6rOE
58,55-60,Male,Normal,"Healthy aging, maintain diet & walk, Check BP & cholesterol, Mild stress","You are fit, no problem. But always take proper diet and do yoga/exercise to remain fit.",Low,"Balanced diet with fruits, vegetables, whole grains, and yoga/exercise 30 min daily.",Breakfast: Vegetable upma / poha + milk / green tea. Lunch: 2 chapatis + dal + sabzi + salad + small bowl rice. Evening Snack: Fruit or roasted chana / green tea. Dinner: Vegetable soup + chapati + paneer / tofu / fish (small portion).,"20-30 min yoga/exercise: Surya Namaskar (8-12 rounds), Tadasana, Trikonasana, Brisk walking or skipping, Anulom Vilom & meditation.",https://www.youtube.com/watch?v=8BcPHWGQO44 | https://www.youtube.com/watch?v=v7AYKMP6rOE
42,35-44,Female,Obesity,"Diabetes, Hypertension, Breast cancer risk, Heart disease, Depression, Liver problems","Strictly avoid junk food, focus on low-calorie diet, consult doctor for weight management.",High,"Low-carb, low-fat diet. Avoid fried foods, sugary drinks, and eat small portions frequently.",Breakfast: Warm lemon water + 1 boiled egg / fruit bowl. Lunch: Mixed veg salad + 1 chapati + dal (no rice). Evening Snack: Herbal tea + roasted gram / cucumber. Dinner: Clear soup + boiled vegetables / tofu / boiled egg (small).,"15-25 min low-impact yoga/exercise: Slow Surya Namaskar (4-6 rounds), Vajrasana, Pawanmuktasana, Chair exercises or walking, Pranayama (avoid strain).",https://youtu.be/EUxK4luFViI | https://youtu.be/v7AYKMP6rOE
36,35-44,Female,Obesity,"Diabetes, Hypertension, Breast cancer risk, Heart disease, Depression, Liver problems","Strictly avoid junk food, focus on low-calorie diet, consult doctor for weight management.",High,"Low-carb, low-fat diet. Avoid fried foods, sugary drinks, and eat small portions frequently.",Breakfast: Warm lemon water + 1 boiled egg / fruit bowl. Lunch: Mixed veg salad + 1 chapati + dal (no rice). Evening Snack: Herbal tea + roasted gram / cucumber. Dinner: Clear soup + boiled vegetables / tofu / boiled egg (small).,"15-25 min low-impact yoga/exercise: Slow Surya Namaskar (4-6 rounds), Vajrasana, Pawanmuktasana, Chair exercises or walking, Pranayama (avoid strain).",https://youtu.be/EUxK4luFViI | https://youtu.be/v7AYKMP6rOE
41,35-44,Female,Overweight,"Thyroid issues, PCOS, Joint pain, Fatty liver, Stress, Sleep disturbance","Control portion size, reduce sugar and oil; prefer high-fiber meals and daily walks.",Medium,"Low sugar, low oil, high-fiber meals. Include salads, fruits, and avoid junk food.",Breakfast: Oats porridge / vegetable smoothie + green tea. Lunch: 2 chapatis + dal + sabzi + salad (no rice). Evening Snack: Roasted makhana / green tea / sprouts. Dinner: Light khichdi / vegetable soup + 1 chapati + tofu / grilled fish.,"25-30 min yoga/exercise: Surya Namaskar (8-10 rounds), Kapalbhati, Pawanmuktasana, Brisk walking, spot jogging, Deep breathing for stress control.",https://youtu.be/NkNuUBARm-o | https://youtu.be/EUxK4luFViI
33,25-34,Male,Underweight,"Weak immunity, Muscle loss, Nutrient deficiency, Stress-related fatigue, Low testosterone",Increase calorie intake with protein & dairy; eat small meals often and do strength exercises.,Medium,"High-calorie, high-protein diet (milk, eggs, nuts, paneer, whole grains). Eat every 3-4 hours.",Breakfast: Milk with oats or banana shake + 2 boiled eggs / paneer toast (veg). Lunch: 2 parathas + dal + rice + paneer curry / chicken curry + salad. Evening Snack: Dry fruits + fruit smoothie. Dinner: Chapati + sabzi + curd + boiled egg / paneer + ghee on chapati.,"15-20 min yoga/exercise: Surya Namaskar (slow, 4-6 rounds), Bhujangasana, Vajrasana, Light strength exercises (squats, wall push-ups), Deep breathing (Pranayama).",https://www.youtube.com/watch?v=v7AYKMP6rOE | https://www.youtube.com/watch?v=8BcPHWGQO44
25,25-34,Female,Obesity,"PCOS, Infertility, Type 2 Diabetes, Thyroid issues, Depression, Liver fat accumulation","Strictly avoid junk food, focus on low-calorie diet, consult doctor for weight management.",High,"Low-carb, low-fat diet. Avoid fried foods, sugary drinks, and eat small portions frequently.",Breakfast: Warm lemon water + 1 boiled egg / fruit bowl. Lunch: Mixed veg salad + 1 chapati + dal (no rice). Evening Snack: Herbal tea + roasted gram / cucumber. Dinner: Clear soup + boiled vegetables / tofu / boiled egg (small).,"15-25 min low-impact yoga/exercise: Slow Surya Namaskar (4-6 rounds), Vajrasana, Pawanmuktasana, Chair exercises or walking, Pranayama (avoid strain).",https://youtu.be/EUxK4luFViI | https://youtu.be/v7AYKMP6rOE
50,45-54,Male,Obesity,"Cardiac disease, Stroke risk, Chronic diabetes, Fatty liver, Depression, Anxiety","Strictly avoid junk food, focus on low-calorie diet, consult doctor for weight management.",High,"Low-carb, low-fat diet. Avoid fried foods, sugary drinks, and eat small portions frequently.",Breakfast: Warm lemon water + 1 boiled egg / fruit bowl. Lunch: Mixed veg salad + 1 chapati + dal (no rice). Evening Snack: Herbal tea + roasted gram / cucumber. Dinner: Clear soup + boiled vegetables / tofu / boiled egg (small).,"15-25 min low-impact yoga/exercise: Slow Surya Namaskar (4-6 rounds), Vajrasana, Pawanmuktasana, Chair exercises or walking, Pranayama (avoid strain).",https://youtu.be/EUxK4luFViI | https://youtu.be/v7AYKMP6rOE
23,18-24,Male,Normal,"Generally healthy — focus on fitness & nutrition, Manage study/work stress, Maintain sleep cycle","You are fit, no problem. But always take proper diet and do yoga/exercise to remain fit.",Low,"Balanced diet with fruits, vegetables, whole grains, and yoga/exercise 30 min daily.",Breakfast: Vegetable upma / poha + milk / green tea. Lunch: 2 chapatis + dal + sabzi + salad + small bowl rice. Evening Snack: Fruit or roasted chana / green tea. Dinner: Vegetable soup + chapati + paneer / tofu / fish (small portion).,"20-30 min yoga/exercise: Surya Namaskar (8-12 rounds), Tadasana, Trikonasana, Brisk walking or skipping, Anulom Vilom & meditation.",https://www.youtube.com/watch?v=8BcPHWGQO44 | https://www.youtube.com/watch?v=v7AYKMP6rOE
46,45-54,Female,Obesity,"Hypertension, Type 2 Diabetes, Heart issues, Arthritis, Depression, Fatty liver","Strictly avoid junk food, focus on low-calorie diet, consult doctor for weight management.",High,"Low-carb, low-fat diet. Avoid fried foods, sugary drinks, and eat small portions frequently.",Breakfast: Warm lemon water + 1 boiled egg / fruit bowl. Lunch: Mixed veg salad + 1 chapati + dal (no rice). Evening Snack: Herbal tea + roasted gram / cucumber. Dinner: Clear soup + boiled vegetables / tofu / boiled egg (small).,"15-25 min low-impact yoga/exercise: Slow Surya Namaskar (4-6 rounds), Vajrasana, Pawanmuktasana, Chair exercises or walking, Pranayama (avoid strain).",https://youtu.be/EUxK4luFViI | https://youtu.be/v7AYKMP6rOE
36,35-44,Female,Normal,"Healthy, but screen for thyroid/menstrual health, Manage work-family stress","You are fit, no problem. But always take proper diet and do yoga/exercise to remain fit.",Low,"Balanced diet with fruits, vegetables, whole grains, and yoga/exercise 30 min daily.",Breakfast: Vegetable upma / poha + milk / green tea. Lunch: 2 chapatis + dal + sabzi + salad + small bowl rice. Evening Snack: Fruit or roasted chana / green tea. Dinner: Vegetable soup + chapati + paneer / tofu / fish (small portion).,"20-30 min yoga/exercise: Surya Namaskar (8-12 rounds), Tadasana, Trikonasana, Brisk walking or skipping, Anulom Vilom & meditation.",https://www.youtube.com/watch?v=8BcPHWGQO44 | https://www.youtube.com/watch?v=v7AYKMP6rOE
52,45-54,Male,Obesity,"Cardiac disease, Stroke risk, Chronic diabetes, Fatty liver, Depression, Anxiety","Strictly avoid junk food, focus on low-calorie diet, consult doctor for weight management.",High,"Low-carb, low-fat diet. Avoid fried foods, sugary drinks, and eat small portions frequently.",Breakfast: Warm lemon water + 1 boiled egg / fruit bowl. Lunch: Mixed veg salad + 1 chapati + dal (no rice). Evening Snack: Herbal tea + roasted gram / cucumber. Dinner: Clear soup + boiled vegetables / tofu / boiled egg (small).,"15-25 min low-impact yoga/exercise: Slow Surya Namaskar (4-6 rounds), Vajrasana, Pawanmuktasana, Chair exercises or walking, Pranayama (avoid strain).",https://youtu.be/EUxK4luFViI | https://youtu.be/v7AYKMP6rOE
32,25-34,Female,Obesity,"PCOS, Infertility, Type 2 Diabetes, Thyroid issues, Depression, Liver fat accumulation","Strictly avoid junk food, focus on low-calorie diet, consult doctor for weight management.",High,"Low-carb, low-fat diet. Avoid fried foods, sugary drinks, and eat small portions frequently.",Breakfast: Warm lemon water + 1 boiled egg / fruit bowl. Lunch: Mixed veg salad + 1 chapati + dal (no rice). Evening Snack: Herbal tea + roasted gram / cucumber. Dinner: Clear soup + boiled vegetables / tofu / boiled egg (small).,"15-25 min low-impact yoga/exercise: Slow Surya Namaskar (4-6 rounds), Vajrasana, Pawanmuktasana, Chair exercises or walking, Pranayama (avoid strain).",https://youtu.be/EUxK4luFViI | https://youtu.be/v7AYKMP6rOE
52,45-54,Female,Overweight,"Thyroid, Diabetes, Joint stiffness, Liver fat, Sleep problems, Anxiety","Control portion size, reduce sugar and oil; prefer high-fiber meals and daily walks.",Medium,"Low sugar, low oil, high-fiber meals. Include salads, fruits, and avoid junk food.",Breakfast: Oats porridge / vegetable smoothie + green tea. Lunch: 2 chapatis + dal + sabzi + salad (no rice). Evening Snack: Roasted makhana / green tea / sprouts. Dinner: Light khichdi / vegetable soup + 1 chapati + tofu / grilled fish.,"25-30 min yoga/exercise: Surya Namaskar (8-10 rounds), Kapalbhati, Pawanmuktasana, Brisk walking, spot jogging, Deep breathing for stress control.",https://youtu.be/NkNuUBARm-o | https://youtu.be/EUxK4luFViI
58,55-60,Female,Obesity,"Heart disease, Arthritis, Stroke risk, Depression, Diabetes, Liver dysfunction","Strictly avoid junk food, focus on low-calorie diet, consult doctor for weight management.",High,"Low-carb, low-fat diet. Avoid fried foods, sugary drinks, and eat small portions frequently.",Breakfast: Warm lemon water + 1 boiled egg / fruit bowl. Lunch: Mixed veg salad + 1 chapati + dal (no rice). Evening Snack: Herbal tea + roasted gram / cucumber. Dinner: Clear soup + boiled vegetables / tofu / boiled egg (small).,"15-25 min low-impact yoga/exercise: Slow Surya Namaskar (4-6 rounds), Vajrasana, Pawanmuktasana, Chair exercises or walking, Pranayama (avoid strain).",https://youtu.be/EUxK4luFViI | https://youtu.be/v7AYKMP6rOE
19,18-24,Male,Underweight,"Anemia, Vitamin deficiency, Low muscle mass, Fatigue, Weak immunity, Mental stress, Anxiety, Poor concentration",Increase calorie intake with protein & dairy; eat small meals often and do strength exercises.,Medium,"High-calorie, high-protein diet (milk, eggs, nuts, paneer, whole grains). Eat every 3-4 hours.",Breakfast: Milk with oats or banana shake + 2 boiled eggs / paneer toast (veg). Lunch: 2 parathas + dal + rice + paneer curry / chicken curry + salad. Evening Snack: Dry fruits + fruit smoothie. Dinner: Chapati + sabzi + curd + boiled egg / paneer + ghee on chapati.,"15-20 min yoga/exercise: Surya Namaskar (slow, 4-6 rounds), Bhujangasana, Vajrasana, Light strength exercises (squats, wall push-ups), Deep breathing (Pranayama).",https://www.youtube.com/watch?v=v7AYKMP6rOE | https://www.youtube.com/watch?v=8BcPHWGQO44
60,55-60,Female,Normal,"Healthy, maintain calcium & heart care, Stress, Sleep disturbance","You are fit, no problem. But always take proper diet and do yoga/exercise to remain fit.",Low,"Balanced diet with fruits, vegetables, whole grains, and yoga/exercise 30 min daily.",Breakfast: Vegetable upma / poha + milk / green tea. Lunch: 2 chapatis + dal + sabzi + salad + small bowl rice. Evening Snack: Fruit or roasted chana / green tea. Dinner: Vegetable soup + chapati + paneer / tofu / fish (small portion).,"20-30 min yoga/exercise: Surya Namaskar (8-12 rounds), Tadasana, Trikonasana, Brisk walking or skipping, Anulom Vilom & meditation.",https://www.youtube.com/watch?v=8BcPHWGQO44 | https://www.youtube.com/watch?v=v7AYKMP6rOE
36,35-44,Male,Overweight,"Hypertension, Cholesterol, Fatty liver, Sleep disturbance, Stress & anxiety","Control portion size, reduce sugar and oil; prefer high-fiber meals and daily walks.",Medium,"Low sugar, low oil, high-fiber meals. Include salads, fruits, and avoid junk food.",Breakfast: Oats porridge / vegetable smoothie + green tea. Lunch: 2 chapatis + dal + sabzi + salad (no rice). Evening Snack: Roasted makhana / green tea / sprouts. Dinner: Light khichdi / vegetable soup + 1 chapati + tofu / grilled fish.,"25-30 min yoga/exercise: Surya Namaskar (8-10 rounds), Kapalbhati, Pawanmuktasana, Brisk walking, spot jogging, Deep breathing for stress control.",https://youtu.be/NkNuUBARm-o | https://youtu.be/EUxK4luFViI
24,18-24,Male,Overweight,"Early hypertension, Fatty liver, Insulin resistance, Mild anxiety, Poor stamina, Elevated cholesterol","Control portion size, reduce sugar and oil; prefer high-fiber meals and daily walks.",Medium,"Low sugar, low oil, high-fiber meals. Include salads, fruits, and avoid junk food.",Breakfast: Oats porridge / vegetable smoothie + green tea. Lunch: 2 chapatis + dal + sabzi + salad (no rice). Evening Snack: Roasted makhana / green tea / sprouts. Dinner: Light khichdi / vegetable soup + 1 chapati + tofu / grilled fish.,"25-30 min yoga/exercise: Surya Namaskar (8-10 rounds), Kapalbhati, Pawanmuktasana, Brisk walking, spot jogging, Deep breathing for stress control.",https://youtu.be/NkNuUBARm-o | https://youtu.be/EUxK4luFViI
48,45-54,Male,Normal,"Good health, monitor BP and sugar, Stress and early joint stiffness possible","You are fit, no problem. But always take proper diet and do yoga/exercise to remain fit.",Low,"Balanced diet with fruits, vegetables, whole grains, and yoga/exercise 30 min daily.",Breakfast: Vegetable upma / poha + milk / green tea. Lunch: 2 chapatis + dal + sabzi + salad + small bowl rice. Evening Snack: Fruit or roasted chana / green tea. Dinner: Vegetable soup + chapati + paneer / tofu / fish (small portion).,"20-30 min yoga/exercise: Surya Namaskar (8-12 rounds), Tadasana, Trikonasana, Brisk walking or skipping, Anulom Vilom & meditation.",https://www.youtube.com/watch?v=8BcPHWGQO44 | https://www.youtube.com/watch?v=v7AYKMP6rOE
47,45-54,Male,Obesity,"Cardiac disease, Stroke risk, Chronic diabetes, Fatty liver, Depression, Anxiety","Strictly avoid junk food, focus on low-calorie diet, consult doctor for weight management.",High,"Low-carb, low-fat diet. Avoid fried foods, sugary drinks, and eat small portions frequently.",Breakfast: Warm lemon water + 1 boiled egg / fruit bowl. Lunch: Mixed veg salad + 1 chapati + dal (no rice). Evening Snack: Herbal tea + roasted gram / cucumber. Dinner: Clear soup + boiled vegetables / tofu / boiled egg (small).,"15-25 min low-impact yoga/exercise: Slow Surya Namaskar (4-6 rounds), Vajrasana, Pawanmuktasana, Chair exercises or walking, Pranayama (avoid strain).",https://youtu.be/EUxK4luFViI | https://youtu.be/v7AYKMP6rOE
39,35-44,Male,Underweight,"Anemia, Bone density loss, Fatigue, Low energy, Nutritional deficiency",Increase calorie intake with protein & dairy; eat small meals often and do strength exercises.,Medium,"High-calorie, high-protein diet (milk, eggs, nuts, paneer, whole grains). Eat every 3-4 hours.",Breakfast: Milk with oats or banana shake + 2 boiled eggs / paneer toast (veg). Lunch: 2 parathas + dal + rice + paneer curry / chicken curry + salad. Evening Snack: Dry fruits + fruit smoothie. Dinner: Chapati + sabzi + curd + boiled egg / paneer + ghee on chapati.,"15-20 min yoga/exercise: Surya Namaskar (slow, 4-6 rounds), Bhujangasana, Vajrasana, Light strength exercises (squats, wall push-ups), Deep breathing (Pranayama).",https://www.youtube.com/watch?v=v7AYKMP6rOE | https://www.youtube.com/watch?v=8BcPHWGQO44
45,45-54,Male,Overweight,"Hypertension, Diabetes, Fatty liver, Back pain, Elevated stress, Poor sleep","Control portion size, reduce sugar and oil; prefer high-fiber meals and daily walks.",Medium,"Low sugar, low oil, high-fiber meals. Include salads, fruits, and avoid junk food.",Breakfast: Oats porridge / vegetable smoothie + green tea. Lunch: 2 chapatis + dal + sabzi + salad (no rice). Evening Snack: Roasted makhana / green tea / sprouts. Dinner: Light khichdi / vegetable soup + 1 chapati + tofu / grilled fish.,"25-30 min yoga/exercise: Surya Namaskar (8-10 rounds), Kapalbhati, Pawanmuktasana, Brisk walking, spot jogging, Deep breathing for stress control.",https://youtu.be/NkNuUBARm-o | https://youtu.be/EUxK4luFViI
30,25-34,Female,Underweight,"PCOD, Fatigue, Irregular cycles, Nutrient deficiency, Stress and hormonal imbalance",Increase calorie intake with protein & dairy; eat small meals often and do strength exercises.,Medium,"High-calorie, high-protein diet (milk, eggs, nuts, paneer, whole grains). Eat every 3-4 hours.",Breakfast: Milk with oats or banana shake + 2 boiled eggs / paneer toast (veg). Lunch: 2 parathas + dal + rice + paneer curry / chicken curry + salad. Evening Snack: Dry fruits + fruit smoothie. Dinner: Chapati + sabzi + curd + boiled egg / paneer + ghee on chapati.,"15-20 min yoga/exercise: Surya Namaskar (slow, 4-6 rounds), Bhujangasana, Vajrasana, Light strength exercises (squats, wall push-ups), Deep breathing (Pranayama).",https://www.youtube.com/watch?v=v7AYKMP6rOE | https://www.youtube.com/watch?v=8BcPHWGQO44
27,25-34,Male,Obesity,"Type 2 Diabetes, Heart disease, Sleep apnea, Liver problems, Mental fatigue, Depression risk","Strictly avoid junk food, focus on low-calorie diet, consult doctor for weight management.",High,"Low-carb, low-fat diet. Avoid fried foods, sugary drinks, and eat small portions frequently.",Breakfast: Warm lemon water + 1 boiled egg / fruit bowl. Lunch: Mixed veg salad + 1 chapati + dal (no rice). Evening Snack: Herbal tea + roasted gram / cucumber. Dinner: Clear soup + boiled vegetables / tofu / boiled egg (small).,"15-25 min low-impact yoga/exercise: Slow Surya Namaskar (4-6 rounds), Vajrasana, Pawanmuktasana, Chair exercises or walking, Pranayama (avoid strain).",https://youtu.be/EUxK4luFViI | https://youtu.be/v7AYKMP6rOE
30,25-34,Male,Normal,"Healthy, maintain lifestyle, Possible mild stress or anxiety, Work-life imbalance","You are fit, no problem. But always take proper diet and do yoga/exercise to remain fit.",Low,"Balanced diet with fruits, vegetables, whole grains, and yoga/exercise 30 min daily.",Breakfast: Vegetable upma / poha + milk / green tea. Lunch: 2 chapatis + dal + sabzi + salad + small bowl rice. Evening Snack: Fruit or roasted chana / green tea. Dinner: Vegetable soup + chapati + paneer / tofu / fish (small portion).,"20-30 min yoga/exercise: Surya Namaskar (8-12 rounds), Tadasana, Trikonasana, Brisk walking or skipping, Anulom Vilom & meditation.",https://www.youtube.com/watch?v=8BcPHWGQO44 | https://www.youtube.com/watch?v=v7AYKMP6rOE
